

Measurement ID,6430
Battery Name,LG M50
Battery Type,
Circuit,MCCD_1250
Program,189 - MSM_Rate_C10
Start Time,8/26/2020 12:02:58 PM
End Time,8/28/2020 1:52:15 AM
Test section,TS006118
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTempPositive,LogTempMid,LogTempNegative,LogTemp001,
[],[],[ss.xxx],[ss.xxx],[],[],[],[V],[A],[Ah],[AhPrev],[Wh],[Watt],[T1],[T1],[T1],[T1],
5,PAU,0.014,0.308,0,0,MSM_Rate_C10,3.12501,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,120.091,120.385,0,0,MSM_Rate_C10,3.12512,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,240.048,240.342,0,0,MSM_Rate_C10,3.12523,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,360.090,360.384,0,0,MSM_Rate_C10,3.12523,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,480.141,480.435,0,0,MSM_Rate_C10,3.12534,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,600.194,600.488,0,0,MSM_Rate_C10,3.12545,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,720.141,720.435,0,0,MSM_Rate_C10,3.12545,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,840.175,840.469,0,0,MSM_Rate_C10,3.12545,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,960.052,960.346,0,0,MSM_Rate_C10,3.12556,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,1080.020,1080.314,0,0,MSM_Rate_C10,3.12556,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,1200.058,1200.352,0,0,MSM_Rate_C10,3.12556,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,1320.015,1320.309,0,0,MSM_Rate_C10,3.12567,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,1440.146,1440.440,0,0,MSM_Rate_C10,3.12567,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,1560.106,1560.400,0,0,MSM_Rate_C10,3.12579,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,1680.069,1680.363,0,0,MSM_Rate_C10,3.12579,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,1800.060,1800.354,0,0,MSM_Rate_C10,3.12579,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,1920.044,1920.338,0,0,MSM_Rate_C10,3.12590,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,2040.085,2040.379,0,0,MSM_Rate_C10,3.12590,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,2160.015,2160.309,0,0,MSM_Rate_C10,3.12590,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,2280.032,2280.326,0,0,MSM_Rate_C10,3.12601,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
5,PAU,2400.071,2400.365,0,0,MSM_Rate_C10,3.12601,0.00000,0.00000,0.00000,0.00000,0.00000,-0.50000,-0.50000,-0.60000,-0.30000,
