

Measurement ID,6436,
Battery Name,LG M50,
Battery Type,
Circuit,MCCD_1259,
Program,166 - MSM_Rate_05C,
Start Time,8/26/2020 11:58:50 AM,
End Time,8/27/2020 8:03:42 AM,
Test section,TS006124,
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001
[],[],[ss.xxx],[ss.xxx],[],[],[],[V],[A],[Ah],[AhPrev],[Wh],[Watt],[T1]
5,PAU,0.015,0.226,0,0,MSM_Rate_05C,3.24554,0,0,0,0,0,0.1
5,PAU,120.134,120.345,0,0,MSM_Rate_05C,3.24565,0,0,0,0,0,0.1
5,PAU,240.056,240.267,0,0,MSM_Rate_05C,3.24565,0,0,0,0,0,0.1
5,PAU,360.049,360.26,0,0,MSM_Rate_05C,3.24565,0,0,0,0,0,0.1
5,PAU,480.1,480.311,0,0,MSM_Rate_05C,3.24576,0,0,0,0,0,0.1
5,PAU,600.232,600.443,0,0,MSM_Rate_05C,3.24576,0,0,0,0,0,0.1
5,PAU,720.191,720.402,0,0,MSM_Rate_05C,3.24576,0,0,0,0,0,0.1
5,PAU,840.249,840.46,0,0,MSM_Rate_05C,3.24576,0,0,0,0,0,0.1
5,PAU,960.073,960.284,0,0,MSM_Rate_05C,3.24587,0,0,0,0,0,0.1
5,PAU,1080.212,1080.423,0,0,MSM_Rate_05C,3.24587,0,0,0,0,0,0.1
5,PAU,1200.145,1200.356,0,0,MSM_Rate_05C,3.24587,0,0,0,0,0,0.1
5,PAU,1320.1,1320.311,0,0,MSM_Rate_05C,3.24587,0,0,0,0,0,0.1
5,PAU,1440.105,1440.316,0,0,MSM_Rate_05C,3.24587,0,0,0,0,0,0.1
5,PAU,1560.037,1560.248,0,0,MSM_Rate_05C,3.24587,0,0,0,0,0,0.1
5,PAU,1680.156,1680.367,0,0,MSM_Rate_05C,3.24598,0,0,0,0,0,0.1
5,PAU,1800.139,1800.35,0,0,MSM_Rate_05C,3.24598,0,0,0,0,0,0.1
5,PAU,1920.057,1920.268,0,0,MSM_Rate_05C,3.24598,0,0,0,0,0,0.1
5,PAU,2040.176,2040.387,0,0,MSM_Rate_05C,3.24598,0,0,0,0,0,0.1
5,PAU,2160.091,2160.302,0,0,MSM_Rate_05C,3.24598,0,0,0,0,0,0.1
5,PAU,2280.069,2280.28,0,0,MSM_Rate_05C,3.24598,0,0,0,0,0,0.1
5,PAU,2400.201,2400.412,0,0,MSM_Rate_05C,3.2461,0,0,0,0,0,0.1
5,PAU,2520.068,2520.279,0,0,MSM_Rate_05C,3.2461,0,0,0,0,0,0.1
