Stoichiometry,Voltage [V]
0.0004658770349999,1.3337739
0.0044640105236053,0.80479437
0.0084621590007939,0.66879189
0.012460323429191,0.58369243
0.016458494295494,0.53166282
0.0204566639350963,0.48623955
0.0244548094561094,0.4477472
0.0284529534101206,0.4148683
0.032451114558753,0.38714465
0.0364493056528514,0.36268595
0.040447464665052,0.33964017
0.0444456202713974,0.32236063
0.0484437477080043,0.30844152
0.0524418944960578,0.29683271
0.0564400514468294,0.29429328
0.0604382042124502,0.27974409
0.0644363682370529,0.2767846
0.0684344934064709,0.27248859
0.0724326236583476,0.25834036
0.0764307473387628,0.25685108
0.0804289037207496,0.25060752
0.0844270582853459,0.24134719
0.0884251996268318,0.2337862
0.0924233495940606,0.23489361
0.0964215164746336,0.2244686
0.100419703049071,0.21721309
0.10441786016425,0.21673575
0.10841601069862,0.2139672
0.112414186220024,0.21209605
0.116412348919326,0.21077861
0.120410515649933,0.21062586
0.124408667962182,0.20927022
0.128406774627963,0.20873562
0.132404935308237,0.20869742
0.136403098231811,0.20785731
0.140401257549044,0.20690264
0.144399416379896,0.20527969
0.148397551757203,0.20495512
0.15239568266457,0.20506968
0.156393807174444,0.20190015
0.160391993679919,0.20195743
0.164390188151809,0.20056362
0.168388314715188,0.19731773
0.172386455795434,0.1939382
0.176384598347707,0.19298352
0.180382753803651,0.18824835
0.184380917560387,0.18662542
0.188379073246655,0.18160385
0.19237723379748,0.17889258
0.196375367458428,0.17511208
0.200373511389765,0.17404285
0.204371667282662,0.17066331
0.208369814886502,0.16934586
0.212367957437306,0.16640547
0.216366075267673,0.16294956
0.220364194552117,0.16111659
0.224362339533223,0.15865354
0.228360495867627,0.15762249
0.232358621948551,0.15391837
0.236356761825041,0.15240999
0.240354899285033,0.15055792
0.244353043577463,0.14864857
0.248351142171333,0.14691108
0.252349258010478,0.14330243
0.256347420191955,0.14091574
0.260345574996066,0.13944554
0.264343707688831,0.13675338
0.268341845735131,0.13476765
0.272339962921734,0.13291559
0.27633809165946,0.1314263
0.280336230921482,0.12982246
0.284334340001567,0.1311781
0.288332490358678,0.1299943
0.292330610011153,0.12919237
0.296328722644221,0.12781765
0.300326868230072,0.12735941
0.304324987834159,0.12566009
0.308323130507749,0.12690116
0.3123212939667,0.12546915
0.316319428059719,0.12495363
0.320317520212444,0.12443811
0.324315644804939,0.12464813
0.32831376531138,0.12537369
0.332311894432484,0.12409443
0.336310035376062,0.12434264
0.340308156502231,0.1232925
0.344306281355325,0.12373165
0.348304411925681,0.12396077
0.352302535620681,0.12291063
0.356300663604704,0.12380802
0.360298783531179,0.122987
0.36429692747859,0.12338797
0.368295063879879,0.12273879
0.3722931831856,0.12273879
0.376291311619227,0.12256695
0.380289432579028,0.12373165
0.384287565257255,0.12163137
0.388285707869078,0.12268151
0.392283844555428,0.12292972
0.39628199092229,0.121555
0.400280150428318,0.1221469
0.404278261850487,0.12249058
0.408276392267524,0.1212495
0.412274494140556,0.12321613
0.416272614746193,0.12201324
0.42027074364223,0.12134497
0.424268846852145,0.12250967
0.428266949648542,0.12084854
0.43226507043623,0.12203234
0.436263205427002,0.12100129
0.440261341100891,0.121555
0.444259450952831,0.11997024
0.448257588025032,0.12060033
0.452255719427654,0.12100129
0.456253878076516,0.12174593
0.460252002259347,0.1200848
0.464250097948654,0.11995115
0.468248207676855,0.12046667
0.47224631981039,0.11991296
0.476244459562197,0.12006571
0.480242579200086,0.12063851
0.484240701263145,0.11701076
0.488238829234823,0.11939744
0.492236920464079,0.11817546
0.496235043946398,0.11977931
0.500233172824627,0.11798453
0.504231286098229,0.11657161
0.508229423562957,0.11827093
0.512227566746324,0.11762175
0.516225692307146,0.11754537
0.520223822080627,0.11714441
0.524221929482567,0.11691529
0.528220074970367,0.11525416
0.532218207105167,0.11435677
0.536216341204643,0.11563604
0.540214455229329,0.11376487
0.544212568433805,0.11450952
0.548210726881068,0.11158822
0.552208869452162,0.11239015
0.556207012250332,0.10836144
0.560205145035314,0.10809413
0.5642032920652,0.10318711
0.568201426023748,0.10045676
0.572199555293125,0.099101119
0.576197713707051,0.094575979
0.580195865171634,0.092628449
0.584193992438189,0.091311
0.588192116053276,0.087129541
0.592190227830648,0.087740533
0.596188373375854,0.087244101
0.600186511174045,0.084704675
0.604184694970535,0.086862229
0.608182846291528,0.08655674
0.612180951465131,0.085544787
0.616179103164123,0.085678443
0.620177227728348,0.085888468
0.624175314783869,0.084971979
0.628173455110063,0.085582972
0.632171583184365,0.085468411
0.636169721214322,0.08655674
0.640167858529409,0.085621156
0.644165960230189,0.086041212
0.648164084224062,0.085182011
0.652162241426154,0.085277475
0.656160354880515,0.085888468
0.660158473558573,0.087072261
0.664156591081883,0.086403988
0.668154724856793,0.08627034
0.67215286811897,0.085010171
0.676150998841996,0.08627034
0.680149126736457,0.086041212
0.684147276598002,0.085659347
0.688145439963463,0.085640252
0.692143574813913,0.086403988
0.696141711393538,0.084991075
0.700139834084545,0.085964844
0.7041379498836,0.085201107
0.708136053001308,0.085869372
0.712134171641223,0.086709484
0.716132298924835,0.085506596
0.720130417554888,0.086079404
0.72412855568286,0.086079404
0.728126703415985,0.085124731
0.732124847833877,0.084914699
0.736122973788114,0.084761955
0.740121095212331,0.085086547
0.744119271078136,0.084017314
0.748117427337172,0.084647395
0.752115563004523,0.085869372
0.756113689274092,0.085239291
0.760111806475884,0.085907564
0.764109914932974,0.086365804
0.768108094240087,0.086079404
0.772106254027057,0.085430227
0.776104376242791,0.083845474
0.780102511445014,0.083578162
0.784100600541959,0.084399179
0.788098746570248,0.084055498
0.792096901026179,0.08644218
0.796095054723407,0.086518548
0.800093186411142,0.085678443
0.804091346491387,0.085964844
0.808089481842369,0.084265523
0.812087611026328,0.083750002
0.816085786038355,0.083234482
0.820083974278191,0.083826378
0.824082141554207,0.083960034
0.828080311559709,0.085296571
0.832078452374099,0.084781051
0.836076572641497,0.08443737
0.840074707718218,0.084704675
0.844072859502497,0.082776241
0.848071019820282,0.084246434
0.852069160594639,0.083329946
0.856067236234965,0.083368137
0.860065357086242,0.084036402
0.864063446613746,0.083692722
0.868061587295122,0.082948081
0.872059729927752,0.083559066
0.876057858584414,0.08308173
0.880056000199684,0.082776241
0.88405414644606,0.082699865
0.888052267579709,0.081687912
0.892050418740723,0.083100826
0.896048585061535,0.081592448
0.900046711092673,0.079587638
0.904044855549077,0.080771431
0.908042980323004,0.080924176
0.91204107763292,0.079358511
0.916039211555827,0.080943272
0.920037356799691,0.080255903
0.924035480441905,0.081516072
0.928033566959664,0.079205766
0.932031691846668,0.080389559
0.936029843408692,0.080485024
0.940027972235688,0.07912939
0.944026080121946,0.077850133
0.948024204690629,0.079854943
0.952022377645418,0.075730763
0.956020522947142,0.076017164
0.960018642943519,0.076131724
0.964016767719186,0.075234331
0.968014919695688,0.073630482
0.972013055160197,0.076685436
0.976011202550924,0.07408873
0.980009349532195,0.070995592
0.984007479512515,0.072561249
0.988005595959475,0.070136383
0.992003751272147,0.069315366
0.996001888381591,0.069219902
1.0,0.064561106
