Stoichiometry,Voltage [V]
1.0,0.064561106
0.995999995178053,0.073764138
0.992000001636013,0.079301231
0.987999974831137,0.081668817
0.984000000339315,0.084208243
0.980000001301926,0.086041212
0.976000003544191,0.086633109
0.972000030123579,0.088046022
0.968000000460172,0.088695198
0.963999982075101,0.089420751
0.959999994236699,0.090814576
0.95599999272454,0.090184487
0.951999976292945,0.09119644
0.947999952108281,0.091311
0.9439999580317,0.091463752
0.939999977344414,0.091005504
0.935999950395264,0.092418425
0.931999938321734,0.091807432
0.927999937177547,0.091998369
0.923999923307497,0.092361137
0.919999904028676,0.092494793
0.915999886205936,0.092552073
0.911999900720313,0.091750152
0.907999939791876,0.091673777
0.903999922687651,0.092723913
0.89999991428109,0.09302941
0.895999928364831,0.092781194
0.891999928889513,0.09343037
0.887999945594699,0.091788337
0.883999941047141,0.092723913
0.879999947191096,0.092953034
0.875999953845507,0.093716778
0.871999947965835,0.093659498
0.867999928923747,0.092628449
0.863999892137844,0.092819385
0.859999904686257,0.09354493
0.85599993274126,0.093774058
0.851999953125211,0.093831338
0.847999985031192,0.093277626
0.843999986962714,0.092876665
0.839999962032104,0.093392186
0.835999976330156,0.093182161
0.831999984448952,0.094041362
0.827999999406892,0.093831338
0.82400005128835,0.093793146
0.820000069859095,0.093984082
0.816000066758723,0.094022267
0.812000068221347,0.093945898
0.808000085608686,0.093105786
0.804000125382291,0.093105786
0.800000130670484,0.092685729
0.796000136412452,0.092781194
0.792000136404433,0.093735866
0.788000125825274,0.094404139
0.784000107998057,0.095416091
0.780000096172059,0.093067601
0.776000082202228,0.093640402
0.772000067694665,0.095110595
0.768000066025806,0.093735866
0.76400001359118,0.094232298
0.759999986420016,0.09354493
0.755999964733959,0.095454276
0.751999947151458,0.094766915
0.747999938310349,0.094575979
0.743999962966232,0.094098642
0.739999977597517,0.095416091
0.73599995119365,0.094346859
0.731999973351175,0.095702492
0.727999983406404,0.096141644
0.723999982822177,0.096007988
0.719999988720771,0.096160732
0.716000006722669,0.096084356
0.71200003201493,0.097229965
0.70800004213382,0.094461419
0.704000031037299,0.094957851
0.700000032981682,0.096313484
0.696000041126763,0.096466228
0.692000075073418,0.097344525
0.688000104520444,0.097669117
0.684000081061603,0.095969796
0.680000067990653,0.097630925
0.676000065994743,0.097669117
0.672000048778994,0.096771725
0.668000047894787,0.098471038
0.664000047269871,0.099387527
0.660000026295049,0.099292055
0.656000035278929,0.10001761
0.652000020656613,0.1012205
0.647999986180863,0.10219426
0.643999956657568,0.097000845
0.639999948853349,0.10083862
0.635999947627137,0.100915
0.631999935736689,0.10481006
0.627999975810857,0.11086267
0.623999979762866,0.11191282
0.620000001603132,0.11013713
0.616000031180691,0.11760265
0.61200003038518,0.11825183
0.608000041739034,0.12081035
0.604000055897728,0.12432355
0.600000052182716,0.12667204
0.596000067043013,0.12806585
0.592000092061361,0.12957424
0.588000080436013,0.12806585
0.58400008715071,0.12993702
0.58000010585774,0.13071986
0.576000134360372,0.13306834
0.57200014748671,0.13266738
0.568000164338302,0.13207549
0.564000178316693,0.13184637
0.560000212603966,0.1317127
0.556000231180785,0.13247645
0.552000256772593,0.13369842
0.548000263114806,0.13337384
0.544000273557008,0.13327837
0.540000301618715,0.13476765
0.536000299726051,0.13394664
0.532000307831487,0.13366024
0.528000336222175,0.13394664
0.524000369093486,0.13423304
0.520000381595326,0.13509224
0.516000395476397,0.13576052
0.512000378244891,0.13551229
0.50800037131977,0.13385117
0.504000386988665,0.13457672
0.500000419531946,0.13513044
0.496000447553656,0.13423304
0.492000465225314,0.13461491
0.488000485645994,0.13505405
0.484000500221584,0.13627604
0.480000515383338,0.13587508
