

Measurement ID,6336,
Battery Name,LG M50,
Battery Type,
Circuit,MCCD_1254,
Program,189 - MSM_Rate_C10,
Start Time,24/08/2020 10:55,
End Time,25/08/2020 22:15,
Test section,TS006029,
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001
[],[],[ss.xxx],[ss.xxx],[],[],[],[V],[A],[Ah],[AhPrev],[Wh],[Watt],[T1]
5,PAU,0.01,0.091,0,0,MSM_Rate_C10,3.04838,0,0,0,0,0,9.5
5,PAU,120.055,120.136,0,0,MSM_Rate_C10,3.04849,0,0,0,0,0,9.5
5,PAU,240.031,240.112,0,0,MSM_Rate_C10,3.0486,0,0,0,0,0,9.5
5,PAU,360.007,360.088,0,0,MSM_Rate_C10,3.0486,0,0,0,0,0,9.5
5,PAU,480.029,480.11,0,0,MSM_Rate_C10,3.04871,0,0,0,0,0,9.5
5,PAU,600.137,600.218,0,0,MSM_Rate_C10,3.04871,0,0,0,0,0,9.4
5,PAU,720.048,720.129,0,0,MSM_Rate_C10,3.04882,0,0,0,0,0,9.4
5,PAU,840.043,840.124,0,0,MSM_Rate_C10,3.04882,0,0,0,0,0,9.4
5,PAU,960.035,960.116,0,0,MSM_Rate_C10,3.04893,0,0,0,0,0,9.4
5,PAU,1080.105,1080.186,0,0,MSM_Rate_C10,3.04893,0,0,0,0,0,9.4
5,PAU,1200.11,1200.191,0,0,MSM_Rate_C10,3.04904,0,0,0,0,0,9.4
5,PAU,1320.067,1320.148,0,0,MSM_Rate_C10,3.04904,0,0,0,0,0,9.4
5,PAU,1440.167,1440.248,0,0,MSM_Rate_C10,3.04916,0,0,0,0,0,9.4
5,PAU,1560.041,1560.122,0,0,MSM_Rate_C10,3.04916,0,0,0,0,0,9.4
5,PAU,1680.021,1680.102,0,0,MSM_Rate_C10,3.04916,0,0,0,0,0,9.4
5,PAU,1800.152,1800.233,0,0,MSM_Rate_C10,3.04927,0,0,0,0,0,9.4
5,PAU,1920.082,1920.163,0,0,MSM_Rate_C10,3.04927,0,0,0,0,0,9.4
5,PAU,2040.189,2040.27,0,0,MSM_Rate_C10,3.04927,0,0,0,0,0,9.4
5,PAU,2160.028,2160.109,0,0,MSM_Rate_C10,3.04938,0,0,0,0,0,9.4
5,PAU,2280.062,2280.143,0,0,MSM_Rate_C10,3.04938,0,0,0,0,0,9.4
5,PAU,2400.051,2400.132,0,0,MSM_Rate_C10,3.04949,0,0,0,0,0,9.4
5,PAU,2520.032,2520.113,0,0,MSM_Rate_C10,3.04949,0,0,0,0,0,9.4
5,PAU,2640.058,2640.139,0,0,MSM_Rate_C10,3.04949,0,0,0,0,0,9.4
5,PAU,2760.039,2760.12,0,0,MSM_Rate_C10,3.0496,0,0,0,0,0,9.4
5,PAU,2880.05,2880.131,0,0,MSM_Rate_C10,3.04971,0,0,0,0,0,9.4
5,PAU,3000.036,3000.117,0,0,MSM_Rate_C10,3.04971,0,0,0,0,0,9.4
5,PAU,3120.03,3120.111,0,0,MSM_Rate_C10,3.04971,0,0,0,0,0,9.4
5,PAU,3240.074,3240.155,0,0,MSM_Rate_C10,3.04982,0,0,0,0,0,9.4
5,PAU,3360.038,3360.119,0,0,MSM_Rate_C10,3.04982,0,0,0,0,0,9.4
5,PAU,3480.04,3480.121,0,0,MSM_Rate_C10,3.04982,0,0,0,0,0,9.4
5,PAU,3600.014,3600.095,0,0,MSM_Rate_C10,3.04993,0,0,0,0,0,9.4
5,PAU,3720.143,3720.224,0,0,MSM_Rate_C10,3.04993,0,0,0,0,0,9.4
5,PAU,3840.073,3840.154,0,0,MSM_Rate_C10,3.04993,0,0,0,0,0,9.4
5,PAU,3960.042,3960.123,0,0,MSM_Rate_C10,3.05004,0,0,0,0,0,9.4
5,PAU,4080.148,4080.229,0,0,MSM_Rate_C10,3.05004,0,0,0,0,0,9.4
5,PAU,4200.059,4200.14,0,0,MSM_Rate_C10,3.05016,0,0,0,0,0,9.4
5,PAU,4320.029,4320.11,0,0,MSM_Rate_C10,3.05016,0,0,0,0,0,9.4
5,PAU,4440.059,4440.14,0,0,MSM_Rate_C10,3.05016,0,0,0,0,0,9.4
5,PAU,4560.048,4560.129,0,0,MSM_Rate_C10,3.05027,0,0,0,0,0,9.4
5,PAU,4680.14,4680.221,0,0,MSM_Rate_C10,3.05027,0,0,0,0,0,9.4
5,PAU,4800.039,4800.12,0,0,MSM_Rate_C10,3.05038,0,0,0,0,0,9.4
5,PAU,4920.094,4920.175,0,0,MSM_Rate_C10,3.05038,0,0,0,0,0,9.4
5,PAU,5040.066,5040.147,0,0,MSM_Rate_C10,3.05049,0,0,0,0,0,9.4
5,PAU,5160.065,5160.146,0,0,MSM_Rate_C10,3.05049,0,0,0,0,0,9.4
5,PAU,5280.136,5280.217,0,0,MSM_Rate_C10,3.0506,0,0,0,0,0,9.4
5,PAU,5400.089,5400.17,0,0,MSM_Rate_C10,3.0506,0,0,0,0,0,9.4
5,PAU,5520.075,5520.156,0,0,MSM_Rate_C10,3.0506,0,0,0,0,0,9.4
5,PAU,5640.091,5640.172,0,0,MSM_Rate_C10,3.05071,0,0,0,0,0,9.4
5,PAU,5760.034,5760.115,0,0,MSM_Rate_C10,3.05071,0,0,0,0,0,9.4
5,PAU,5880.151,5880.232,0,0,MSM_Rate_C10,3.05071,0,0,0,0,0,9.4
5,PAU,6000.046,6000.127,0,0,MSM_Rate_C10,3.05082,0,0,0,0,0,9.4
5,PAU,6120.068,6120.149,0,0,MSM_Rate_C10,3.05082,0,0,0,0,0,9.4
5,PAU,6240.16,6240.241,0,0,MSM_Rate_C10,3.05082,0,0,0,0,0,9.4
5,PAU,6360.195,6360.276,0,0,MSM_Rate_C10,3.05093,0,0,0,0,0,9.4
5,PAU,6480.062,6480.143,0,0,MSM_Rate_C10,3.05093,0,0,0,0,0,9.4
5,PAU,6600.04,6600.121,0,0,MSM_Rate_C10,3.05105,0,0,0,0,0,9.4
5,PAU,6720.032,6720.113,0,0,MSM_Rate_C10,3.05105,0,0,0,0,0,9.4
5,PAU,6840.013,6840.094,0,0,MSM_Rate_C10,3.05105,0,0,0,0,0,9.4
5,PAU,6960.15,6960.231,0,0,MSM_Rate_C10,3.05105,0,0,0,0,0,9.4
5,PAU,7080.095,7080.176,0,0,MSM_Rate_C10,3.05116,0,0,0,0,0,9.4
5,PAU,7200.106,7200.187,0,0,MSM_Rate_C10,3.05116,0,0,0,0,0,9.4
5,PAU,7200.106,7200.187,0,0,MSM_Rate_C10,3.05116,0,0,0,0,0,9.4
8,RANGE,0,7200.311,1,1,MSM_Rate_C10,3.05116,0,0,0,0,0,9.4
